"iati_id","prefix","title","summary","partner_funding","partner_accountable","partner_extending","partner_implementing","date_start","date_end","budget","recipient_country","location","location_code","topics","oecd_purpose","links","project_parent","project_child","project_sibling"
"T05-EUTF-SAH-SN-05","DEC","Projet d’Appui à la réduction de la migration à travers la Création d’Emplois Ruraux au Sénégal, par la mise en place de fermes agricoles villageoises et individuelles","Le programme vise à améliorer les conditions de vie dans les zones rurales pour réduire l’émigration illégale,  lutter contre la pauvreté et soutenir la résilience des populations. Plusieurs activités seront mises en œuvre: aménagement de terres par des fermes agricoles Natanguées, accompagnement technique et formation des agriculteurs et agricultrices. Ce projet rentre dans les priorités établies dans le cadre Programme APE pour le Développement (PAPED) de l'Afrique de l'Ouest.",,"EU Delegation Senegal",,"MAECI DGCS - Ministero degli Affari Esteri e della Cooperazione Internazionale, Spanish Agency for International Development Cooperation ",,,2e+07,"SN",,"SN-KD, SN-SE, SN-KE, SN-DB, SN-LG, SN-FK, SN-KA, SN-TC","TFP.1",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5647/document/T05-EUTF-SAH-SN-05_-_version_2.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5647/document/T05-EUTF-SAH-SN-05.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-SN-05-01, T05-EUTF-SAH-SN-05-02",
"T05-EUTF-SAH-REG-04","DEC","GAR-SI SAHEL (Groupes d’Action Rapides – Surveillance et Intervention au Sahel)","Le programme contribuera au renforcement des capacités opérationnelles des autorités nationales pour permettre un contrôle effectif du territoire et élargir l´action de l´État de droit à l´ensemble du Sahel en créant des unités policières robustes, flexibles, mobiles, multidisciplinaires et autosuffisantes qui permettent un contrôle adéquat du territoire.","EU Trust Fund for Africa","EU Delegation Niger, EU Delegation Chad, EU Delegation Senegal, EU Delegation Mali, EU Delegation Burkina Faso, EU Trust Fund for Africa",,"Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas",2016-03-02,2019-12-30,66600000,"BF, ML, NE, MR, SN, TD",,"BF, ML, MR, NE, SN, TD","TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5646/document/DA_final_-_T05-EUTF-SAH-REG-04_GAR-SI_Avenant_Mai_2020.docx, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5646/document/FA_finale_-_T05-EUTF-SAH-REG-04_GAR-SI_Avenant_no_1.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5646/document/T05-EUTF-SAH-REG-04_GAR-SI%20Sahel_Fiche%20d%27Action.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-REG-04-04, T05-EUTF-SAH-REG-04-06, T05-EUTF-SAH-REG-04-05, T05-EUTF-SAH-REG-04-01, T05-EUTF-SAH-REG-04-03, T05-EUTF-SAH-REG-04-02",
"T05-EUTF-SAH-NG-03","DEC","Enhancing state and community level conflict management capability in North Eastern Nigeria","The overall objective of this programme will be to build conflict management capacities at State and community level in order to combat radicalism and stop conflict from escalating into violence. More specifically, the project will focus on: strengthening conflict management mechanisms at community level; promoting reconciliation and stability; supporting women's participation in the peace-building process and taking into account the impact of violence against women and young girls.","EU Trust Fund for Africa","EU Delegation Nigeria",,"British Council",,,2.1e+07,"NG",,"NG-FC, NG-YO, NG-BO, NG-AD","TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5645/document/T05-EUTF-SAH-NG-03.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-NG-03-01",
"T05-EUTF-SAH-NG-01","DEC","Linking Relief, Rehabilitation and Development and promoting the stability and safety of communities in displacement in North East Nigeria","The overall objective of this programme is to promote stability and resilience among people affected by conflict and displacement in north-east Nigeria. The programme will help improve access to basic services for vulnerable people affected by displacements, boost socio-economic recovery and ensure sustainable livelihoods for displaced persons, host communities and returnees, focusing in particular on the needs of young people to reduce the risks of crime and radicalisation, and improve community safety and conflict mediation. The activities will be implemented in the states of Borno, Yobe and Adamawa.","EU Trust Fund for Africa","EU Delegation Nigeria",,"Norwegian Refugee Council, Danish Refugee Council, International Rescue Committee",,,11623000,"NG",,"NG-BO, NG-GO, NG-AD","TFP.2",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5644/document/T05-EUTF-SAH-NG-01-02%20Monthly%20Update%20-%20September%202018%20-%20IRC.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5644/document/T05-EUTF-SAH-NG-01.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-NG-01-02, T05-EUTF-SAH-NG-01-03, T05-EUTF-SAH-NG-01-01",
"T05-EUTF-SAH-NE-06","DEC","Contrat relatif à la Reconstruction de l'Etat au Niger en complément du SBC II en préparation / Appui à la Justice, Sécurité et à la Gestion des Frontières au Niger","L'intervention vise à appuyer le déploiement des administrations régaliennes nigériennes sur l’ensemble du territoire, particulièrement en zone sahélo-saharienne, pour lutter contre la criminalité organisée, les trafics illicites et la traite des êtres humains.","EU Trust Fund for Africa","EU Delegation Niger",,"Civipol, Agence Française de Développement",,,9e+07,"NE",,"NE-8, NE-7, NE-5, NE-1","TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5643/document/T05-EUTF-SAH-NE-06%20-%20Avenant%202%20-%20CLEAN.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5643/document/T05-EUTF-SAH-NE-06.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-NE-06-03, T05-EUTF-SAH-NE-06-01, T05-EUTF-SAH-NE-06-02",
"T05-EUTF-SAH-NE-05","DEC","Création d’une Equipe Conjointe d’Investigation (ECI) pour la lutte contre les réseaux criminels liés à l’immigration irrégulière, la traite des êtres humains et le trafic des migrants","Ce programme pilote, identifié dans le Plan d'Action de la Valette, a pour but le renforcement des capacités de la police nigérienne en matière de lutte contre l’immigration irrégulière, la fraude documentaire, le trafic et la traite d’êtres humains en vue de consolider la protection des victimes potentielles des réseaux criminels et améliorer la gestion policière des frontières.","EU Trust Fund for Africa","EU Delegation Niger",,"Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas",,,11500000,"NE",,"NE","TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5642/document/Final_T05-EUTF-SAH-NE-05_ECI_AVENANT_1.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5642/document/T05-EUTF-SAH-NE-05.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-NE-05-01",
"T05-EUTF-SAH-NE-04","DEC","Appuyer la formation et l’insertion professionnelle des jeunes filles et garçons des régions d’Agadez et Zinder en vue de contribuer au développement socioéconomique de ces deux régions","Ce programme vise à appuyer la formation et l’insertion professionnelle des jeunes dans ces deux régions du Niger, dont les économies sont très dépendantes du trafic de migrants et des activités qu'il génère. Le programme vise à améliorer la qualité de la formation technique et professionnelle au niveau central et régional et à renforcer l'employabilité des jeunes filles et des garçons dans les régions de mise en œuvre du projet.","EU Trust Fund for Africa","EU Delegation Niger",,"Luxembourg Development Cooperation Agency",,,6900000,"NE",,"NE-1, NE-7","TFP.1",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5641/document/T05-EUTF-SAH-NE-04.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-NE-04-01",
"T05-EUTF-SAH-MR-02","DEC","Renforcement des capacités pour une meilleure gestion de la migration afin de protéger l’enfance migrante contre l’exploitation et la traite","Ce programme vise à contribuer à l'amélioration de la gestion des flux migratoires par une action ciblée sur le renforcement de la protection de l’enfance migrante contre l’exploitation et la traite. Une attention spéciale sera prêtée aux régions frontalières avec le Sénégal et le Mali et les grandes villes comme Nouakchott et Nouadhibou qui concentrent le plus grand nombre d'enfants susceptibles d'être attirés par l'émigration non sécurisée ou convoités par les organisations criminelles et extrémistes.","EU Trust Fund for Africa","EU Delegation Mauritania",,"Save the Children",2016-04-18,,3e+06,"MR",,"MR-NKC, MR-08, MR-06, MR-05, MR-04, MR-10","TFP.3",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5640/document/J10_addendum_action_T05-EUTF-SAH-MR-02.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5640/document/T05-EUTF-SAH-MR-02.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-MR-02-01",
"T05-EUTF-SAH-ML-06","DEC","Programme d'Appui au Renforcement de la Sécurité dans les régions de Mopti et de Gao et à la gestion des zones frontalières (PARSEC Mopti-Gao)","Ce programme vise à contribuer au renforcement de l’Etat de droit dans cette zone en permettant une présence accrue et effective des forces de sécurité œuvrant dans le contexte de missions à caractère civil (police, gendarmerie, garde nationale, forces armées maliennes (FAMa), douanes et protection civile). La cohérence entre l’action de ces forces maliennes et celle de leurs homologues des pays limitrophes et des autres acteurs de la chaine pénale malienne fera l’objet d’un effort particulier pour assurer la sécurité humaine et une meilleure gestion des flux traversant les zones frontalières dans le but de reconstruire un maillage sécuritaire adapté à la stabilité et au développement économique et social.","EU Trust Fund for Africa","EU Delegation Mali",,"Expertise France",,,2.9e+07,"ML",,"ML-5, ML-7","TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5639/document/T05-EUTF-SAH-ML-06.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-ML-06-02, T05-EUTF-SAH-ML-06-01",
"T05-EUTF-SAH-ML-01","DEC","Programme de renforcement de la résilience des communautés, des ménages et des individus vulnérables à l’insécurité alimentaire et nutritionnelle au Mali","Ce projet vise à améliorer les capacités de résilience des populations les plus vulnérables à l’insécurité alimentaire et nutritionnelle au nord du Mali. ",,"EU Delegation Mali",,"Humanity & Inclusion, SOS SAHEL, Oxford Committee for Famine Relief",,,2.5e+07,"ML",,"ML-6, ML-5, ML-7, ML-8","TFP.2",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5638/document/T05-EUTF-SAH-ML-01-%20Avenant.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5638/document/T05-EUTF-SAH-ML-01-%20AF%20-%20Resilience%20Nord%20Mali%20VF.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-ML-01-02, T05-EUTF-SAH-ML-01-03, T05-EUTF-SAH-ML-01-01",
"T05-EUTF-SAH-BF-03","DEC","Programme Gestion Intégrée des Espaces Frontaliers au Burkina Faso (ProGEF)","Le programme vise à accompagner la mise en œuvre du «Programme d’appui à la gestion intégrées des frontières (PAGIF)» en collaboration avec les pays limitrophes du Burkina Faso afin d’améliorer les conditions de vie, de sécurité et de stabilité des populations dans les zones frontalières. L'objectif sera d'appuyer le renforcement du cadre institutionnel du Burkina Faso et ses pays limitrophes pour une gestion efficace des frontières, de renforcer le maillage et l’interopérabilité des acteurs impliqués dans la sécurisation des frontières au Burkina en coordination avec les pays limitrophes et enfin d'améliorer la présence de l’Etat dans les espaces transfrontaliers.","EU Trust Fund for Africa, Auswärtiges Amt. (DE Federal Foreign Office)","EU Delegation Burkina Faso",,"GIZ",,,3e+07,"BF",,"BF, BF-12, BF-01, BF-08","TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5637/document/20171205%20ProGEF%20Top-UP%20avec%20cadre%20logique_FINAL_uXm7x92.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5637/document/20171205%20ProGEF%20Top-UP%20avec%20cadre%20logique_FINAL.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-BF-03-01",
